N,seed,K,contact_success,contact_reason,contact_time,contact_contacts,contact_max_contacts_single_pair,contact_cost,contact_cost_continuous,contact_min_dist,scp_success,scp_reason,scp_time,scp_iterations,scp_cost,scp_min_dist,scp_worst_violation,scp_min_dist_continuous,position_rmse,max_position_deviation,same_homotopy_class,n_crossings_scp,n_crossings_contact
16,10,75,True,converged,0.7464496659813449,6,1,2.1805685287710523,2.179794357811799,0.5000553637297892,True,converged,9.079893827438354,5,2.1797665741718184,0.4999999999999999,0.0,0.3285305885095145,0.023651242304159,0.1003173354782372,True,73,73
16,10,100,True,converged,0.7464496659813449,6,1,2.1802264349190477,2.179794357811799,0.5011280782716752,True,converged,13.599299669265749,5,2.179740619438925,0.5000000000823704,0.0,0.4225734226199311,0.0218570529746731,0.0902575852387467,True,73,73
16,10,150,True,converged,0.7464496659813449,6,1,2.1799844464753284,2.179794357811799,0.5000553637297892,True,converged,22.935694694519043,4,2.1797980907639247,0.5000000983720955,0.0,0.4631609108071863,0.0112204836563287,0.0458924263549217,True,73,73
16,10,200,True,converged,0.7544759580050595,6,1,2.1798993226717127,2.179794357811799,0.5001028542322018,True,converged,86.90484237670898,4,2.1797630112005986,0.5000000000106861,0.0,0.47963062086989466,0.007184099032752588,0.026227530983762532,True,73,73
16,11,10,True,converged,0.4522610830026679,7,1,1.6376901323767985,1.6055727570580702,0.5373846852282672,True,converged,0.0319111347198486,2,1.620450754735779,0.499999999999999,0.0,0.1142687329490109,0.0556838193420177,0.220053501367268,False,65,65
16,11,15,True,converged,0.4415797920082696,7,1,1.6198464495902476,1.6055727570580702,0.596491593140907,True,converged,0.0563609600067138,2,1.6109653439711602,0.5000000000000001,0.0,0.1142687329490025,0.0659979930228718,0.2310148648620587,False,65,65
16,11,25,True,converged,0.4522610830026679,7,1,1.6107168707274997,1.6055727570580702,0.5062041252739528,True,converged,0.220750093460083,2,1.607003428845322,0.4999999999999995,0.0,0.1768485657094982,0.0565920941030018,0.2088591137421972,False,65,65
16,11,35,True,converged,0.4415797920082696,7,1,1.6081930122580708,1.6055727570580702,0.5009745848723778,True,converged,0.7111239433288574,3,1.6056870383592738,0.5000000000000001,0.0,0.119962053112828,0.0515932855162101,0.2182876139934645,True,65,65
16,11,50,True,converged,0.4522610830026679,7,1,1.6068551934068254,1.6055727570580702,0.5062041252739528,True,converged,2.2995848655700684,3,1.6051693457319445,0.5000000147758819,0.0,0.2222599070895126,0.0453343544317689,0.1815807751968044,True,65,65
16,11,75,True,converged,0.4522610830026679,7,1,1.6061407386123876,1.6055727570580702,0.5057100699011025,True,converged,3.0090560913085938,3,1.6052496202898865,0.5000000000888284,0.0,0.3919287974754535,0.0211657784544154,0.0825081323122089,True,65,65
16,11,100,True,converged,0.4522610830026679,7,1,1.605890722021294,1.6055727570580702,0.5013344388748435,True,converged,5.3810060024261475,3,1.605351205089361,0.5000000000327081,0.0,0.4476275082758065,0.0154615871298773,0.0561181874276701,True,65,65
16,11,150,True,converged,0.4522610830026679,7,1,1.6057125367271414,1.6055727570580702,0.5000708858442595,True,converged,11.215471029281616,3,1.605573698344217,0.5000001700451747,0.0,0.4836593577049633,0.007883079053506,0.0318224098075137,True,65,65
16,11,200,True,converged,0.46454662500764243,7,1,1.6056499192957583,1.6055727570580702,0.5001512790398219,True,converged,22.81755781173706,4,1.60553813055906,0.5000000000000515,0.0,0.4873974185480367,0.008365936622546501,0.0309860250273361,True,65,65
