r0x,r0y,rTx,rTy,v0x,v0y,vTx,vTy,method,side_gap,K_used,cost,winding,min_distance,eps_scale,strict,regime_scp,width_slopes,dual_shares,dua_res,osqp_status,flag,id
1.5,0.0,-3.6666666666666665,1.0,0.0,0.0,0.0,0.0,solved,0.1394746581379942,200,0.2327620225411794,0,0.9997730465652227,1.0,True,1,0.54,0.42,2.6787794248099477e-06,solved,,L1_00056
1.5,0.0,-3.6666666666666665,1.1666666666666665,0.0,0.0,0.0,0.0,solved,0.16281225700958765,200,0.2274967389313375,0,0.9997451358623937,1.0,True,1,0.53,0.45,4.6425954495419935e-05,solved,,L1_00057
1.5,0.0,-3.6666666666666665,1.3333333333333333,0.0,0.0,0.0,0.0,solved,0.1862308512398673,200,0.22312543661222636,0,0.9996034514514238,1.0,True,1,0.53,0.32,2.7113739833328765e-06,solved,,L1_00058
1.5,0.0,-3.6666666666666665,1.5,0.0,0.0,0.0,0.0,solved,0.20960770862424952,200,0.21973346004885982,0,1.0000000178954846,1.0,True,1,0.52,0.78,5.102800490722268e-15,solved,,L1_00059
1.5,0.0,-3.6666666666666665,1.6666666666666665,0.0,0.0,0.0,0.0,solved,0.23306333514344058,200,0.21710593382788446,0,0.9997629063809119,1.0,True,1,0.54,0.41,2.4757328436245874e-06,solved,,L1_00060
1.5,0.0,-3.6666666666666665,1.8333333333333333,0.0,0.0,0.0,0.0,solved,0.2566947946097594,200,0.2153407936663013,0,0.9997123365390561,1.0,True,1,0.57,0.43,2.622822898004815e-06,solved,,L1_00061
1.5,0.0,-3.6666666666666665,2.0,0.0,0.0,0.0,0.0,solved,0.2802458330977815,200,0.21440379682158947,0,0.9998213946578641,1.0,True,1,0.56,0.67,3.617749912157575e-06,solved,,L1_00062
1.5,0.0,-3.6666666666666665,2.1666666666666665,0.0,0.0,0.0,0.0,solved,0.30403104823773297,200,0.21424068088782755,0,1.000000577179251,1.0,True,1,0.55,0.76,1.4287841374022352e-14,solved,,L1_00063
1.5,0.0,-3.6666666666666665,2.333333333333333,0.0,0.0,0.0,0.0,solved,0.32791936681571254,200,0.21476648120169384,0,0.9994949117966703,1.0,True,1,0.54,0.31,1.0537811357850685e-06,solved,,L1_00064
1.5,0.0,-3.6666666666666665,2.5,0.0,0.0,0.0,0.0,solved,0.35179550315590474,200,0.21611173348165863,0,0.9996726208555027,1.0,True,1,0.54,0.45,3.394286919117251e-06,solved,,L1_00065
1.5,0.0,-3.6666666666666665,2.6666666666666665,0.0,0.0,0.0,0.0,solved,0.3758039834833308,200,0.21814352762263178,0,0.9996419548408311,1.0,True,1,0.56,0.42,5.801652158012434e-06,solved,,L1_00066
1.5,0.0,-3.6666666666666665,2.833333333333333,0.0,0.0,0.0,0.0,solved,0.39992523165825045,200,0.2208618641833826,0,0.9996348760488869,1.0,True,1,0.54,0.85,8.184959019885696e-06,solved,,L1_00067
1.5,0.0,-3.6666666666666665,3.0,0.0,0.0,0.0,0.0,solved,0.4241928693167102,200,0.2242392511955743,0,0.9995805247859268,1.0,True,1,0.53,0.42,1.3641436225838223e-05,solved,,L1_00068
1.5,0.0,-3.6666666666666665,3.1666666666666665,0.0,0.0,0.0,0.0,solved,0.4485380756760331,200,0.2282859406522828,0,0.9998802947583713,1.0,True,1,0.55,0.59,1.7180013912598824e-06,solved,,L1_00069
1.5,0.0,-3.6666666666666665,3.333333333333333,0.0,0.0,0.0,0.0,solved,0.4731310530938375,200,0.2328985510252588,0,0.9993757538757426,1.0,True,1,0.50,0.31,7.381746733867208e-07,solved,,L1_00070
1.5,0.0,-3.6666666666666665,3.5,0.0,0.0,0.0,0.0,solved,0.4977496803286017,200,0.23819765850035912,0,0.9998327995751779,1.0,False,1,0.53,0.60,2.279815189409895e-06,solved,,L1_00071
1.5,0.0,-3.6666666666666665,3.6666666666666665,0.0,0.0,0.0,0.0,solved,0.5224465302211291,200,0.24404043828838376,0,0.9995649586200561,1.0,True,1,0.54,0.90,7.54060205643281e-06,solved,,L1_00072
