N,seed,K,scp_success,scp_reason,scp_time,scp_iterations,scp_cost,scp_min_dist,scp_worst_violation,contact_success,contact_reason,contact_time,contact_contacts,contact_max_contacts_single_pair,contact_cost,contact_min_dist,position_rmse,max_position_deviation
8,7,100,True,converged,0.47849392890930176,3,1.0587604406648796,0.5000000215865744,0.0,True,converged,0.07013082504272461,1,1,1.0800086667243542,0.5000001966004468,0.057615171762294574,0.1415648801930516
8,8,100,True,converged,0.3550281524658203,3,1.9843037746187373,0.5000000000242935,0.0,True,converged,0.1148378849029541,3,1,2.023976079896691,0.5000999108915334,0.07880509663549372,0.16855584188104628
8,9,100,True,converged,0.23563575744628906,2,0.7892723764379871,0.5000000000000001,0.0,True,converged,0.06999087333679199,1,1,0.804977435011509,0.5000007077594187,0.048336785280527365,0.1043180598084053
10,0,100,True,converged,2.1310830116271973,10,2.0579580400762523,0.5,0.0,True,converged,0.11622786521911621,2,1,2.09892685695985,0.5000011184872807,0.08053148860843724,0.16134853133545735
10,1,100,True,converged,0.38122081756591797,2,1.0529079202357137,0.5000000000000011,0.0,True,converged,0.09703516960144043,1,1,1.073859128191685,0.5000268901039122,0.05805666799981545,0.1245443209733463
10,2,100,True,converged,1.2508580684661865,5,0.8925231533618101,0.5000000029586867,0.0,True,converged,0.12153792381286621,2,1,0.9103036266860749,0.5000204924362158,0.05361499868645638,0.14084865186174717
10,3,100,True,converged,2.449535846710205,5,1.440117231315802,0.4999999999999999,0.0,True,converged,0.36574792861938477,5,1,1.4689581114921744,0.5000050275617157,0.06984982791970974,0.1606885897672317
10,4,100,True,converged,1.3053202629089355,6,1.7793062976890235,0.5000000000000003,0.0,True,converged,0.11680102348327637,2,1,1.814930877552685,0.5000118432990507,0.07211008948535137,0.17113973238875538
10,5,100,True,converged,1.5083210468292236,4,1.168284655050667,0.5000000093127381,0.0,True,converged,0.09641289710998535,1,1,1.1915491617825715,0.5000021091603934,0.06151459508044313,0.1616674614858403
10,6,100,True,converged,0.012356042861938477,0,1.4921509197096525,0.563788921148065,0.0,True,converged,0.08921074867248535,0,0,1.5218356565628908,0.56247061600023,0.0698662139896511,0.15536645640621066
10,7,100,True,converged,0.9246430397033691,4,1.51236154125346,0.5000000000005853,0.0,True,converged,0.11830711364746094,2,1,1.54255703980918,0.5000518188435233,0.06636032630229831,0.18486286511937583
10,8,100,True,converged,0.9467310905456543,4,1.4333736220390734,0.5000000190542104,0.0,True,converged,0.09684300422668457,1,1,1.4620779853133243,0.5000896286116076,0.07335146537900326,0.1936746822110267
10,9,100,True,converged,2.5536417961120605,11,1.9189930700752567,0.5000000000228407,0.0,True,converged,0.21849918365478516,4,1,1.9584186951626725,0.5000137503513217,0.19215089583122053,0.6786298370927526
12,0,100,True,converged,2.831113815307617,5,1.841848076208274,0.5000016928676682,0.0,True,converged,0.12992167472839355,1,1,1.8784845541697455,0.5000288359559822,0.08215575170136465,0.18545111084664306
12,1,100,True,converged,3.1186389923095703,5,1.476342639748661,0.5000000000000672,0.0,True,converged,0.21194005012512207,3,1,1.5058647510438452,0.5000241730565813,0.07971009809654893,0.19783672506329616
12,2,100,True,converged,0.841170072555542,2,0.8069652718621093,0.5000000000000002,0.0,True,converged,0.12934589385986328,1,1,0.8230234689605036,0.5001016817421883,0.05310174424061617,0.14185400508437668
12,3,100,True,converged,6.372593879699707,4,1.1494219198677214,0.5000000005170414,0.0,True,converged,0.30698227882385254,3,1,1.1727597343479885,0.5000000730549807,0.07116958498847228,0.20924734575473602
12,4,100,True,converged,3.2484290599823,5,1.6381768893287956,0.5000000001548871,0.0,True,converged,0.1267859935760498,1,1,1.6708989330955257,0.5000034249679299,0.07391744317371236,0.17137468294592484
12,5,100,True,converged,3.434494972229004,6,1.3817406037650302,0.5000000000000006,0.0,True,converged,0.21933388710021973,3,1,1.409268135036946,0.5000023165552009,0.06900987148118308,0.13649670656278132
12,6,100,True,converged,6.244749069213867,7,1.7597987425946877,0.4999999999999997,0.0,True,converged,0.653771162033081,6,1,1.7938439229605856,0.5000062492558476,0.20280689730770635,0.6756867150683726
12,7,100,True,converged,2.2404842376708984,3,1.201151058362545,0.5000000001055809,0.0,True,converged,0.15746402740478516,2,1,1.225090420289059,0.5000015570701427,0.06472223000738696,0.1649809345237005
12,8,100,True,converged,2.8892412185668945,4,1.8111805829316552,0.5000000000014317,0.0,True,converged,0.3061649799346924,4,1,1.8474590312699404,0.49945758396852585,0.07967834597855196,0.20131667895877695
12,9,100,True,converged,0.01448202133178711,0,1.4664672760242259,0.6205913856685649,0.0,True,converged,0.11895108222961426,0,0,1.4956410644243523,0.6199466100911298,0.07249237591818329,0.15640653493195208
